restaurant,category,item_name,description,options,tags,spice_level,state,address,contact_info
Rasa,sides and sweets,,,"Naan, Garlic Naan, Mini Samosas[2 per order][v upon request], Samosa Chaat, Seasonal Raita[gf], Chips + Chutney[gf], Indian Yogurt[gf] [nuts], Chai Chocolate Chip Cookies, Soft Serve[vegan] [gf]",,,maryland,"12033 Rockville Pike, Rockville, MD 20852",https://www.rasa.co/
Rasa,sides and sweets,,,"Naan, Garlic Naan, Mini Samosas[2 per order][v upon request], Samosa Chaat, Seasonal Raita[gf], Chips + Chutney[gf], Indian Yogurt[gf] [nuts], Chai Chocolate Chip Cookies, Soft Serve[vegan] [gf]",,,VIRGINIA,"2200 Crystal Drive, Ste F, Arlington, VA, 22202",https://www.rasa.co/
Rasa,sides and sweets,,,"Naan, Garlic Naan, Mini Samosas[2 per order][v upon request], Samosa Chaat, Seasonal Raita[gf], Chips + Chutney[gf], Indian Yogurt[gf] [nuts], Chai Chocolate Chip Cookies, Soft Serve[vegan] [gf]",,,VIRGINIA,"2905 District Avenue #160, Fairfax, VA, 22031",https://www.rasa.co/
Rasa,DRINKS,,,"Homemade Juice, Mango Lassi, Fresh Young Coconut, Masala Chai (iced oat milk/hot), Sparkling Water, Wild Kombucha, Spring Water, Yerba Mate",,,DC,"1247 First Street SE, Washington, D.C, 20003",https://www.rasa.co/
Rasa,DRINKS,,,"Homemade Juice, Mango Lassi, Fresh Young Coconut, Masala Chai (iced oat milk/hot), Sparkling Water, Wild Kombucha, Spring Water, Yerba Mate",,,DC,"485 K Street NW, Washington, D.C, 20001",https://www.rasa.co/
Rasa,DRINKS,,,"Homemade Juice, Mango Lassi, Fresh Young Coconut, Masala Chai (iced oat milk/hot), Sparkling Water, Wild Kombucha, Spring Water, Yerba Mate",,,maryland,"12033 Rockville Pike, Rockville, MD 20852",https://www.rasa.co/
Rasa,DRINKS,,,"Homemade Juice, Mango Lassi, Fresh Young Coconut, Masala Chai (iced oat milk/hot), Sparkling Water, Wild Kombucha, Spring Water, Yerba Mate",,,VIRGINIA,"2200 Crystal Drive, Ste F, Arlington, VA, 22202",https://www.rasa.co/
Rasa,DRINKS,,,"Homemade Juice, Mango Lassi, Fresh Young Coconut, Masala Chai (iced oat milk/hot), Sparkling Water, Wild Kombucha, Spring Water, Yerba Mate",,,VIRGINIA,"2905 District Avenue #160, Fairfax, VA, 22031",https://www.rasa.co/
Rasa,LIBATIONS (21+),Cocktails,,"Masala Gin + Tonic, Cardamom Mint Julep, Spicy Mumbai Mule, Spiked Mango Lassi, Tamarind Margarita, Fresh Young Coconut + Rum",,,DC,"1247 First Street SE, Washington, D.C, 20003",https://www.rasa.co/
Rasa,LIBATIONS (21+),Cocktails,,"Masala Gin + Tonic, Cardamom Mint Julep, Spicy Mumbai Mule, Spiked Mango Lassi, Tamarind Margarita, Fresh Young Coconut + Rum",,,DC,"485 K Street NW, Washington, D.C, 20001",https://www.rasa.co/
Rasa,LIBATIONS (21+),Cocktails,,"Masala Gin + Tonic, Cardamom Mint Julep, Spicy Mumbai Mule, Spiked Mango Lassi, Tamarind Margarita, Fresh Young Coconut + Rum",,,maryland,"12033 Rockville Pike, Rockville, MD 20852",https://www.rasa.co/
Rasa,LIBATIONS (21+),Cocktails,,"Masala Gin + Tonic, Cardamom Mint Julep, Spicy Mumbai Mule, Spiked Mango Lassi, Tamarind Margarita, Fresh Young Coconut + Rum",,,VIRGINIA,"2200 Crystal Drive, Ste F, Arlington, VA, 22202",https://www.rasa.co/
Rasa,LIBATIONS (21+),Cocktails,,"Masala Gin + Tonic, Cardamom Mint Julep, Spicy Mumbai Mule, Spiked Mango Lassi, Tamarind Margarita, Fresh Young Coconut + Rum",,,VIRGINIA,"2905 District Avenue #160, Fairfax, VA, 22031",https://www.rasa.co/
Rasa,LIBATIONS (21+),Beer,,"Kingfisher, Rupee Beer, Dogfish Head Namaste, DC Brau Pils, Bengali IPA",,,DC,"1247 First Street SE, Washington, D.C, 20003",https://www.rasa.co/
Rasa,LIBATIONS (21+),Beer,,"Kingfisher, Rupee Beer, Dogfish Head Namaste, DC Brau Pils, Bengali IPA",,,DC,"485 K Street NW, Washington, D.C, 20001",https://www.rasa.co/
Rasa,LIBATIONS (21+),Beer,,"Kingfisher, Rupee Beer, Dogfish Head Namaste, DC Brau Pils, Bengali IPA",,,maryland,"12033 Rockville Pike, Rockville, MD 20852",https://www.rasa.co/
Rasa,LIBATIONS (21+),Beer,,"Kingfisher, Rupee Beer, Dogfish Head Namaste, DC Brau Pils, Bengali IPA",,,VIRGINIA,"2200 Crystal Drive, Ste F, Arlington, VA, 22202",https://www.rasa.co/
Rasa,LIBATIONS (21+),Beer,,"Kingfisher, Rupee Beer, Dogfish Head Namaste, DC Brau Pils, Bengali IPA",,,VIRGINIA,"2905 District Avenue #160, Fairfax, VA, 22031",https://www.rasa.co/
Rasa,LIBATIONS (21+),available in glass or bottleWine,,"Mont Gravet Rose, Borsao Garnacha, Indaba Sauvignon Blanc",,,DC,"1247 First Street SE, Washington, D.C, 20003",https://www.rasa.co/
Rasa,LIBATIONS (21+),available in glass or bottleWine,,"Mont Gravet Rose, Borsao Garnacha, Indaba Sauvignon Blanc",,,DC,"485 K Street NW, Washington, D.C, 20001",https://www.rasa.co/
Rasa,LIBATIONS (21+),available in glass or bottleWine,,"Mont Gravet Rose, Borsao Garnacha, Indaba Sauvignon Blanc",,,maryland,"12033 Rockville Pike, Rockville, MD 20852",https://www.rasa.co/
Rasa,LIBATIONS (21+),available in glass or bottleWine,,"Mont Gravet Rose, Borsao Garnacha, Indaba Sauvignon Blanc",,,VIRGINIA,"2200 Crystal Drive, Ste F, Arlington, VA, 22202",https://www.rasa.co/
Rasa,LIBATIONS (21+),available in glass or bottleWine,,"Mont Gravet Rose, Borsao Garnacha, Indaba Sauvignon Blanc",,,VIRGINIA,"2905 District Avenue #160, Fairfax, VA, 22031",https://www.rasa.co/
